STUID,GENDER,ETHNICITY,CITY,DISTRICT,FEEDER,PROGRAMSTART,CODE,PROGRAM,DEGREEID,DEGREE,PROGRAMSTATUS,GRADDATE,PROGRAMEND,ENROLLEDSEMESTER
6896,M,Creole,CAYO,BELIZE,BELMOPAN COMPREHENSIVE SCHOOL,5/31/2005,AINT,Information Technology,11,Associate Degree,Dropped,,,2005-2
6904,M,Oriental,BELMOPAN CITY,CAYO,BELMOPAN BAPTIST HIGH SCHOOL,8/15/2005,AINT,Information Technology,11,Associate Degree,Transferred,,,2005-1
6934,M,Creole,JANE USHER AREA,BELIZE,UNIVERSITY OF BELIZE,8/20/2008,AINT,Information Technology,11,Associate Degree,Graduated,6/19/2010,5/25/2010,2008-1
6960,M,Mayan,BELMOPAN CITY,CAYO,BELIZE CHRISTIAN ACADEMY,8/15/2016,AINT,Information Technology,11,Associate Degree,Graduated,2/11/2017,12/12/2016,2000-1
7018,F,East Indian,PUNTA GORDA,TOLEDO,ST. JOHN'S COLLEGE JUNIOR COLLEGE,6/2/2005,AINT,Information Technology,11,Associate Degree,Dropped,,,2005-1
7020,M,Caucasian,BELMOPAN CITY,CAYO,BELMOPAN BAPTIST HIGH SCHOOL,6/2/2005,AINT,Information Technology,11,Associate Degree,Terminated,,,2005-1
7026,M,Creole,PUNTA GORDA,TOLEDO,UNIVERSITY OF BELIZE,1/16/2006,AINT,Information Technology,11,Associate Degree,Dropped,,,2006-2
7065,M,Other,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/15/2005,AINT,Information Technology,11,Associate Degree,Dropped,,,2005-1
7079,M,Garifuna,BELIZE CITY,BELIZE,GWEN LIZARRAGA,8/15/2005,AINT,Information Technology,11,Associate Degree,Terminated,,,2005-2
7090,M,Creole,STANN CREEK DISTRICT,BELIZE,BELMOPAN COMPREHENSIVE SCHOOL,6/2/2005,AINT,Information Technology,11,Associate Degree,Terminated,,,2005-2
7096,M,Mestizo,ORANGE WALK,ORANGE WALK,BELIZE ADVENTIST COLLEGE,8/15/2005,AINT,Information Technology,11,Associate Degree,Transferred,,,2005-1
7126,M,Creole,LORDS BANK   VILLAGE,BELIZE,ANGLICAN CATHEDRAL COLLEGE,6/2/2005,AINT,Information Technology,11,Associate Degree,Dropped,,,2005-1
7135,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,7/4/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
7186,F,Mestizo,,BELIZE,MOPAN TECHNICAL HIGH SCHOOL,8/15/2005,AINT,Information Technology,11,Associate Degree,Graduated,6/14/2008,12/14/2007,2005-2
7217,F,Mestizo,ORANGE WALK TOWN,ORANGE WALK,MUFFLES COLLEGE,8/15/2005,AINT,Information Technology,11,Associate Degree,Dropped,,,2005-2
7226,F,Mestizo,SAN IGNACIO,CAYO,SACRED HEART COLLEGE,8/15/2005,AINT,Information Technology,11,Associate Degree,Graduated,6/14/2008,7/21/2007,2005-1
7253,M,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,6/2/2005,AINT,Information Technology,11,Associate Degree,Terminated,,,2005-1
7258,M,Mestizo,BELMOPAN CITY,CAYO,UNIVERSITY OF BELIZE,8/14/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
7293,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOPAN TECHNICAL HIGH SCHOOL,8/15/2005,AINT,Information Technology,11,Associate Degree,Terminated,,,2005-1
7335,F,Mayan,-,TOLEDO,JULIAN CHO TECHNICAL HIGH,6/2/2005,AINT,Information Technology,11,Associate Degree,Dropped,,,2005-1
7340,M,Mestizo,-,COROZAL,UNIVERSITY OF BELIZE,8/12/2013,AINT,Information Technology,11,Associate Degree,Graduated,2/7/2015,7/25/2014,2000-1
7407,M,Mestizo,TOLEDO DISTRICT,TOLEDO,JULIAN CHO TECHNICAL HIGH,6/9/2005,AINT,Information Technology,11,Associate Degree,Transferred,,,2005-1
7424,M,Mayan,TOLEDO,TOLEDO,TOLEDO COMMUNITY COLLEGE,6/10/2005,AINT,Information Technology,11,Associate Degree,Terminated,,,2005-1
7430,M,Creole,BELIZE CITY,BELIZE,UNIVERSITY OF BELIZE,1/16/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-2
7439,F,Ketchi,STANN CREEK,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/15/2005,AINT,Information Technology,11,Associate Degree,Dropped,,,2005-1
7448,M,Creole,BELIZE CITY,BELIZE,BELIZE TECHNICAL COLLEGE,6/30/2005,AINT,Information Technology,11,Associate Degree,Dropped,,,2005-2
7452,F,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,7/4/2005,AINT,Information Technology,11,Associate Degree,Terminated,,,2005-1
7457,M,Mayan,PUNTA GORDA,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/1/2018,AINT,Information Technology,11,Associate Degree,Terminated,,,2018-1
7467,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,SACRED HEART JUNIOR COLLEGE,1/20/2013,AINT,Information Technology,11,Associate Degree,Transferred,,,2000-1
7477,M,Other,ORANGE WALK TOWN,ORANGE WALK,KING'S COLLEGE,11/7/2005,AINT,Information Technology,11,Associate Degree,Terminated,,,2005-2
7492,M,Mestizo,BELMOPAN,CAYO,BELIZE ADVENTIST COLLEGE,1/16/2006,AINT,Information Technology,11,Associate Degree,Dropped,,,2005-2
7505,M,Creole,BELIZE CITY,BELIZE,ANGLICAN CATHEDRAL COLLEGE,8/14/2006,AINT,Information Technology,11,Associate Degree,Dropped,,,2006-1
7512,M,Creole,BELIZE CITY,BELIZE,GWEN LIZARRAGA,5/9/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-2
7535,M,Creole,BELMOPAN CITY,CAYO,BELIZE CHRISTIAN ACADEMY,8/14/2006,AINT,Information Technology,11,Associate Degree,Graduated,6/20/2009,5/26/2009,2006-1
7575,M,Mestizo,LADYVILLE VILLAGE,BELIZE,LADYVILLE TECHNICAL HIGH,5/31/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
7581,M,Creole,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/14/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
7631,M,Creole,INDEPENDENCE VILLAGE,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/14/2006,AINT,Information Technology,11,Associate Degree,Transferred,,,2006-2
7662,M,Oriental,BELMOPAN CITY,CAYO,UNIVERSITY OF BELIZE,1/15/2007,AINT,Information Technology,11,Associate Degree,Graduated,6/14/2008,5/19/2008,2006-1
7687,M,Oriental,ORANGE WALK TOWN,ORANGE WALK,UNIVERSITY OF BELIZE,8/13/2007,AINT,Information Technology,11,Associate Degree,Terminated,,,2007-1
7707,M,Creole,SANTA ELENA,CAYO,UNIVERSITY OF BELIZE,8/15/2016,AINT,Information Technology,11,Associate Degree,Terminated,,,2016-1
7710,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOPAN TECHNICAL HIGH SCHOOL,8/14/2006,AINT,Information Technology,11,Associate Degree,Dropped,,,2006-1
7746,F,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,2/10/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
7755,F,Mestizo,SAN IGNACIO,CAYO,SACRED HEART COLLEGE,2/10/2006,AINT,Information Technology,11,Associate Degree,Transferred,,,2006-1
7770,M,Oriental,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/14/2006,AINT,Information Technology,11,Associate Degree,Graduated,6/19/2010,5/25/2010,2006-2
7800,M,Mestizo,BELIZE CITY,BELIZE,LADYVILLE TECHNICAL HIGH,8/14/2006,AINT,Information Technology,11,Associate Degree,Graduated,1/28/2012,12/12/2011,2006-1
7842,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,SACRED HEART COLLEGE,4/24/2006,AINT,Information Technology,11,Associate Degree,Transferred,,,2006-1
7869,M,Creole,DANGRIGA TOWN,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,1/24/2006,AINT,Information Technology,11,Associate Degree,Graduated,6/19/2010,5/25/2010,2006-1
7902,F,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/14/2006,AINT,Information Technology,11,Associate Degree,Dropped,,,2006-2
7914,M,Creole,LADYVILLE VILLAGE,BELIZE,EDWARD P. YORKE,8/14/2006,AINT,Information Technology,11,Associate Degree,Graduated,6/18/2011,5/24/2011,2006-1
7950,F,Creole,BELIZE CITY,BELIZE,GWEN LIZARRAGA,8/14/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
7962,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,12/11/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-2
7973,F,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,1/27/2006,AINT,Information Technology,11,Associate Degree,Dropped,,,2006-1
8005,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,1/27/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
8013,F,Other,COROZAL TOWN,COROZAL,COROZAL JUNIOR COLLEGE,4/28/2006,AINT,Information Technology,11,Associate Degree,Dropped,,,2006-1
8016,M,Mestizo,BELIZE CITY,BELIZE,BELIZE TECHNICAL COLLEGE,4/28/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-2
8026,M,Creole,BELIZE CITY,BELIZE,NAZARENE HIGH SCHOOL,8/14/2006,AINT,Information Technology,11,Associate Degree,Graduated,6/19/2010,5/25/2010,2006-1
8062,F,Creole,BELIZE CITY,BELIZE,PALLOTTI HIGH SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Transferred,,,2007-1
8067,F,Mestizo,DOUGLAS VILLAGE,ORANGE WALK,STANN CREEK ECUMENICAL JR. COLLEGE,2/25/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
8073,M,Creole,STANN CREEK,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/14/2006,AINT,Information Technology,11,Associate Degree,Graduated,7/23/2010,5/25/2010,2006-1
8109,F,Creole,STANN CREEK,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/15/2006,AINT,Information Technology,11,Associate Degree,Graduated,6/14/2014,5/19/2014,2006-1
8147,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOPAN TECHNICAL HIGH SCHOOL,8/14/2006,AINT,Information Technology,11,Associate Degree,Dropped,,,2006-1
8153,M,Mestizo,BELIZE CITY,BELIZE,GWEN LIZARRAGA,5/30/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-2
8171,M,East Indian,BELMOPAN CITY,CAYO,ADULT & CONTINUING EDUCATION,8/17/2009,AINT,Information Technology,11,Associate Degree,Terminated,,,2009-1
8182,F,Creole,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,5/31/2012,AINT,Information Technology,11,Associate Degree,Transferred,,,2000-1
8205,F,Creole,SAN IGNACIO,CAYO,SACRED HEART COLLEGE,8/14/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2007-1
8221,M,Mestizo,COROZAL,COROZAL,UNIVERSITY OF BELIZE,8/18/2008,AINT,Information Technology,11,Associate Degree,Dropped,,,2008-1
8234,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,SACRED HEART COLLEGE,6/13/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
8241,F,Mestizo,SANTA ELENA,CAYO,*UNKNOWN,2/11/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
8247,M,Mestizo,,ORANGE WALK,ORANGE WALK TECHNICAL,8/14/2006,AINT,Information Technology,11,Associate Degree,Graduated,1/29/2011,12/14/2009,2006-1
8271,M,Creole,BELIZE CITY,BELIZE,GWEN LIZARRAGA,8/14/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
8286,F,Creole,BELIZE CITY,BELIZE,GWEN LIZARRAGA,5/30/2006,AINT,Information Technology,11,Associate Degree,Dropped,,,2006-1
8294,M,Creole,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE,8/14/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
8300,F,Mestizo,SAN IGNACIO,CAYO,SACRED HEART JUNIOR COLLEGE,5/18/2010,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
8307,F,Mestizo,ORANGE WALK,ORANGE WALK,ST. JOHN'S COLLEGE JUNIOR COLLEGE,8/14/2006,AINT,Information Technology,11,Associate Degree,Graduated,6/14/2008,5/19/2008,2006-2
8326,F,Mestizo,BELMOPAN CITY,CAYO,FOREIGN,5/31/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-2
8339,M,Garifuna,BELMOPAN CITY,CAYO,STANN CREEK ECUMENICAL HIGH SC,8/14/2006,AINT,Information Technology,11,Associate Degree,Graduated,6/20/2009,5/26/2009,2006-1
8375,F,Mestizo,COROZAL,COROZAL,COROZAL COMMUNITY COLLEGE,8/14/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
8397,F,Creole,SANTA ELENA,CAYO,MOPAN TECHNICAL HIGH SCHOOL,5/29/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
8404,M,Creole,BELIZE CITY,BELIZE,UNIVERSITY OF BELIZE,8/18/2008,AINT,Information Technology,11,Associate Degree,Terminated,,,2008-1
8420,M,Mestizo,SAN IGNACIO,CAYO,SACRED HEART COLLEGE,7/6/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
8428,M,East Indian,TOLEDO,TOLEDO,TOLEDO COMMUNITY COLLEGE,8/13/2007,AINT,Information Technology,11,Associate Degree,Dropped,,,2008-1
8440,F,Mestizo,-,STANN CREEK,AUSTIN HIGH SCH,1/15/2007,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
8473,M,Mestizo,CAYO,CAYO,MOPAN TECHNICAL HIGH SCHOOL,7/6/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
8492,M,Mestizo,BELMOPAN,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,1/15/2007,AINT,Information Technology,11,Associate Degree,Graduated,6/20/2009,5/26/2009,2006-2
8521,M,Mestizo,BELMOPAN CITY,CAYO,BELIZE CHRISTIAN ACADEMY,8/14/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
8554,M,Creole,BELMOPAN CITY,CAYO,GWEN LIZARRAGA,8/14/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-1
8593,M,Mayan,BELIZE CITY,BELIZE,UNIVERSITY OF BELIZE,8/19/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2013-1
8602,F,Mestizo,SANTA ELENA,CAYO,EDEN SDA HIGH,8/14/2006,AINT,Information Technology,11,Associate Degree,Dropped,,,2006-1
8620,M,Creole,BELIZE CITY,BELIZE,SACRED HEART JUNIOR COLLEGE,8/14/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2007-1
8640,M,Creole,-,BELIZE,BELMOPAN COMPREHENSIVE SCHOOL,12/11/2006,AINT,Information Technology,11,Associate Degree,Dropped,,,2007-2
8675,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Graduated,2/7/2015,5/13/2012,2007-1
8704,M,Creole,BELIZE CITY,BELIZE,GWEN LIZARRAGA,12/11/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-2
8721,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,1/15/2007,AINT,Information Technology,11,Associate Degree,Graduated,1/16/2010,12/14/2009,2006-2
8751,M,Mestizo,,ORANGE WALK,ORANGE WALK TECHNICAL,12/11/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-2
8780,F,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,12/11/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-2
8789,M,Oriental,LADYVILLE VILLAGE,BELIZE,CANAAN SDA HIGH SCHOOL,12/11/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-2
8792,M,Mayan,PUNTA GORDA TOWN,TOLEDO,TOLEDO COMMUNITY COLLEGE,12/11/2006,AINT,Information Technology,11,Associate Degree,Terminated,,,2006-2
8804,M,Creole,-,STANN CREEK,STANN CREEK ECUMENICAL HIGH SC,8/13/2007,AINT,Information Technology,11,Associate Degree,Graduated,6/18/2011,5/24/2011,2007-1
8834,M,Other,BELMOPAN CITY,CAYO,FOREIGN,8/13/2007,AINT,Information Technology,11,Associate Degree,Graduated,6/20/2009,5/26/2009,2007-2
8858,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Graduated,6/20/2009,5/26/2009,2007-1
8884,M,Creole,BELIZE CITY,BELIZE,EDWARD P. YORKE,8/13/2007,AINT,Information Technology,11,Associate Degree,Graduated,6/15/2013,5/24/2011,2007-1
8921,M,Creole,-,BELIZE,LADYVILLE TECHNICAL HIGH,8/13/2007,AINT,Information Technology,11,Associate Degree,Transferred,,,2008-1
8942,M,Mestizo,-,CAYO,MOPAN TECHNICAL HIGH SCHOOL,1/14/2008,AINT,Information Technology,11,Associate Degree,Graduated,6/18/2011,5/24/2011,2008-2
8989,M,Creole,,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/18/2008,AINT,Information Technology,11,Associate Degree,Terminated,,,2008-1
9015,M,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Terminated,,,2007-1
9021,M,Mestizo,ORANGE WALK TOWN,ORANGE WALK,MUFFLES COLLEGE,8/13/2007,AINT,Information Technology,11,Associate Degree,Graduated,6/19/2010,5/25/2010,2007-1
9047,M,Mestizo,STANN CREEK DISTRICT,BELIZE,STANN CREEK ECUMENICAL HIGH SC,8/13/2007,AINT,Information Technology,11,Associate Degree,Graduated,1/28/2011,12/12/2011,2007-1
9076,M,Oriental,BELMOPAN CITY,CAYO,*UNKNOWN,8/13/2007,AINT,Information Technology,11,Associate Degree,Terminated,,,2007-1
9093,M,Creole,BELIZE CITY,BELIZE,*UNKNOWN,8/13/2007,AINT,Information Technology,11,Associate Degree,Dropped,,,2007-2
9123,M,Mestizo,BELMOPAN CITY,CAYO,UNIVERSITY OF BELIZE,1/20/2013,AINT,Information Technology,11,Associate Degree,Transferred,,,2013-2
9126,M,Mestizo,BELIZE CITY,BELIZE,BELMOPAN BAPTIST HIGH SCHOOL,8/18/2008,AINT,Information Technology,11,Associate Degree,Terminated,,,2008-1
9140,F,Creole,BELIZE CITY,BELIZE,ST. CATHERINE ACADEMY,8/13/2007,AINT,Information Technology,11,Associate Degree,Transferred,,,2007-2
9152,M,Mestizo,SAN IGNACIO,CAYO,SACRED HEART COLLEGE,8/13/2007,AINT,Information Technology,11,Associate Degree,Terminated,,,2007-1
9181,M,Creole,BELIZE CITY,BELIZE,*WESLEY COLLEGE,8/13/2007,AINT,Information Technology,11,Associate Degree,Terminated,,,2008-1
9202,F,Oriental,BELMOPAN CITY,CAYO,*UNKNOWN,8/13/2007,AINT,Information Technology,11,Associate Degree,Graduated,6/20/2009,5/25/2009,2007-1
9230,M,Creole,,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Dropped,,,2007-1
9237,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Transferred,,,2007-1
9244,M,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Transferred,,,2007-1
9289,M,Garifuna,BELMOPAN CITY,CAYO,BELMOPAN BAPTIST HIGH SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Transferred,,,2007-1
9299,M,Mayan,ROARING CREEK VILLAGE,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Terminated,,,2007-1
9318,F,Mestizo,-,CAYO,SACRED HEART COLLEGE,8/13/2007,AINT,Information Technology,11,Associate Degree,Dropped,,,2007-1
9331,M,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Dropped,,,2007-1
9355,M,Creole,BELIZE CITY,BELIZE,TOLEDO COMMUNITY COLLEGE,8/13/2007,AINT,Information Technology,11,Associate Degree,Dropped,,,2007-2
9367,M,Garifuna,DANGRIGA TOWN,STANN CREEK,ADULT & CONTINUING EDUCATION,8/20/2008,AINT,Information Technology,11,Associate Degree,Graduated,7/20/2012,7/20/2012,2008-1
9396,F,Mestizo,,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Transferred,,,2007-1
9406,F,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Transferred,,,2007-1
9431,F,Mayan,PUNTA GORDA,TOLEDO,TOLEDO COMMUNITY COLLEGE,1/19/2009,AINT,Information Technology,11,Associate Degree,Transferred,,,2008-2
9433,M,Mestizo,,BELIZE,ADULT & CONTINUING EDUCATION,8/18/2008,AINT,Information Technology,11,Associate Degree,Terminated,,,2008-1
9458,M,Creole,BELIZE CITY,BELIZE,INDEPENDENCE HIGH SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Dropped,,,2007-1
9464,F,Mestizo,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Transferred,,,2007-1
9490,M,Mayan,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Dropped,,,2007-1
9504,M,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,8/13/2007,AINT,Information Technology,11,Associate Degree,Terminated,,,2007-1
9510,M,Mestizo,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,1/16/2012,AINT,Information Technology,11,Associate Degree,Graduated,6/14/2014,5/19/2014,2000-1
9532,M,Mestizo,BELIZE CITY,BELIZE,ST. JOHN'S COLLEGE,8/13/2007,AINT,Information Technology,11,Associate Degree,Terminated,,,2007-1
9548,M,Mestizo,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,8/13/2007,AINT,Information Technology,11,Associate Degree,Terminated,,,2007-1
9567,M,Creole,BELMOPAN CITY,CAYO,NULL,1/19/2009,AINT,Information Technology,11,Associate Degree,Terminated,,,2008-2
9590,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,MOPAN TECHNICAL HIGH SCHOOL,1/14/2008,AINT,Information Technology,11,Associate Degree,Terminated,,,2008-1
9613,M,Mestizo,-,CAYO,OUR LADY OF GUADALUPE HIGH SCH,1/14/2008,AINT,Information Technology,11,Associate Degree,Graduated,1/29/2011,12/20/2010,2008-1
9649,M,Creole,BELMOPAN,CAYO,BELMOPAN BAPTIST HIGH SCHOOL,8/20/2008,AINT,Information Technology,11,Associate Degree,Transferred,,,2008-1
9683,M,Mestizo,CAYO,BELIZE,MOPAN TECHNICAL HIGH SCHOOL,1/14/2008,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2012,5/22/2012,2007-2
9719,M,Mestizo,,CAYO,UNIVERSITY OF BELIZE,8/20/2008,AINT,Information Technology,11,Associate Degree,Graduated,6/16/2012,5/22/2012,2008-1
9751,M,Creole,ORANGE WALK,BELIZE,BELIZE ADVENTIST JUNIOR COLLEGE,8/12/2013,AINT,Information Technology,11,Associate Degree,Terminated,,,2000-1
9760,M,Mestizo,SAN IGNACIO,CAYO,SACRED HEART JUNIOR COLLEGE,1/14/2008,AINT,Information Technology,11,Associate Degree,Terminated,,,2007-2
9764,M,Creole,BELMOPAN CITY,CAYO,OUR LADY OF GUADALUPE HIGH SCH,1/14/2008,AINT,Information Technology,11,Associate Degree,Dropped,,,2007-2
9772,M,Creole,BURRELL BOOM VILLAGE,BELIZE,ST. JOHN'S COLLEGE JUNIOR COLLEGE,1/14/2008,AINT,Information Technology,11,Associate Degree,Dropped,,,2007-2
9779,F,Mayan,,TOLEDO,JULIAN CHO TECHNICAL HIGH,1/14/2008,AINT,Information Technology,11,Associate Degree,Transferred,,,2007-2
9791,F,Mayan,BELMOPAN CITY,CAYO,JULIAN CHO TECHNICAL HIGH,1/14/2008,AINT,Information Technology,11,Associate Degree,Graduated,6/11/2016,5/18/2015,2012-2
9822,F,Mayan,,TOLEDO,JULIAN CHO TECHNICAL HIGH,8/18/2008,AINT,Information Technology,11,Associate Degree,Transferred,,,2008-1
9828,M,Creole,BELMOPAN CITY,CAYO,BELMOPAN COMPREHENSIVE SCHOOL,1/14/2008,AINT,Information Technology,11,Associate Degree,Terminated,,,2007-2
9834,M,Other,BELMOPAN CITY,BELIZE,UNIVERSITY OF BELIZE,8/13/2012,AINT,Information Technology,11,Associate Degree,Terminated,,,2012-2
9838,M,Mestizo,BELMOPAN CITY,CAYO,BELIZE COMMUNITY HIGH SCHOOL,5/17/2010,AINT,Information Technology,11,Associate Degree,Dropped,,,2010-1
9851,M,Creole,BELMOPAN,CAYO,BELIZE RURAL HIGH SCHOOL,1/18/2010,AINT,Information Technology,11,Associate Degree,Graduated,6/14/2014,5/19/2014,2011-1
9876,F,Creole,SAN IGNACIO,CAYO,EDEN SDA HIGH,8/18/2008,AINT,Information Technology,11,Associate Degree,Terminated,,,2008-1
9888,M,Mayan,,STANN CREEK,INDEPENDENCE HIGH SCHOOL,8/20/2008,AINT,Information Technology,11,Associate Degree,Graduated,6/19/2010,5/25/2010,2008-1
9916,M,Creole,-,STANN CREEK,UNIVERSITY OF BELIZE,8/18/2014,AINT,Information Technology,11,Associate Degree,Dropped,,,2000-1
9939,M,Creole,CAMALOTE VILLAGE,CAYO,BELMOPAN BAPTIST ACE,8/18/2008,AINT,Information Technology,11,Associate Degree,Terminated,,,2008-1
9942,M,Creole,BELIZE CITY,BELIZE,*WESLEY COLLEGE,8/18/2008,AINT,Information Technology,11,Associate Degree,Terminated,,,2008-2
9965,F,Creole,BELIZE CITY,BELIZE,ANGLICAN CATHEDRAL COLLEGE,8/18/2008,AINT,Information Technology,11,Associate Degree,Terminated,,,2008-1
9970,M,Mestizo,BENQUE VIEJO DEL CARMEN,CAYO,SACRED HEART COLLEGE,8/20/2008,AINT,Information Technology,11,Associate Degree,Graduated,1/28/2012,12/12/2011,2008-1
